HTTP/1.1 200 OK
Date: Thu, 09 Nov 2017 23:39:12 GMT
Server: Apache/2.4.18 (Ubuntu)
Content-Disposition: attachment; filename=VOTOS_GOVERNADOR_MUNZONA_2010.csv
Set-Cookie: session=eyJsb2NhbGUiOnsiIGIiOiJjSFE9In19.DOZ4oA.JH5d3mY2TL9VgS-JS2_WKOFYxwg; HttpOnly; Path=/
Content-Length: 286245
Content-Type: text/csv; charset=utf-8

"NUM_ZONA","UF","DESCRICAO_CARGO","NOME_MUNICIPIO","QTDE_VOTOS"
"26","MT","GOVERNADOR","Nova Xavantina","10871"
"26","MT","GOVERNADOR","Novo São Joaquim","3720"
"26","PA","GOVERNADOR","Gurupá","21898"
"26","PB","GOVERNADOR","Junco do Seridó","8150"
"26","PB","GOVERNADOR","Santa Luzia","18611"
"26","PB","GOVERNADOR","São José do Sabugi","5978"
"26","PB","GOVERNADOR","São Mamede","10449"
"26","PB","GOVERNADOR","Várzea","3772"
"26","PE","GOVERNADOR","Rio Formoso","12002"
"26","PE","GOVERNADOR","Tamandaré","11753"
"26","PI","GOVERNADOR","Parnaguá","10016"
"26","PI","GOVERNADOR","Riacho Frio","5938"
"26","PR","GOVERNADOR","Cornélio Procópio","30357"
"26","PR","GOVERNADOR","Leópolis","2846"
"26","PR","GOVERNADOR","Sertaneja","4033"
"26","RJ","GOVERNADOR","Nova Friburgo","51178"
"26","RN","GOVERNADOR","Serra Negra do Norte","4888"
"26","RO","GOVERNADOR","Alto Paraíso","17191"
"26","RO","GOVERNADOR","Cacaulândia","6441"
"26","RO","GOVERNADOR","Cujubim","13134"
"26","RO","GOVERNADOR","Rio Crespo","4193"
"26","RS","GOVERNADOR","Jaguari","8351"
"26","RS","GOVERNADOR","Nova Esperança do Sul","3311"
"26","SC","GOVERNADOR","Rio do Sul","39319"
"26","SE","GOVERNADOR","Moita Bonita","7161"
"26","SE","GOVERNADOR","Nossa Senhora Aparecida","5425"
"26","SE","GOVERNADOR","Ribeirópolis","10969"
"26","SE","GOVERNADOR","São Miguel do Aleixo","2519"
"26","SP","GOVERNADOR","Botucatu","72959"
"26","SP","GOVERNADOR","Itatinga","10413"
"26","SP","GOVERNADOR","Pardinho","3666"
"26","TO","GOVERNADOR","Mateiros","1159"
"26","TO","GOVERNADOR","Pindorama do Tocantins","2970"
"26","TO","GOVERNADOR","Ponte Alta do Tocantins","4055"
"260","MG","GOVERNADOR","São Sebastião do Paraíso","38431"
"260","MG","GOVERNADOR","São Tomás de Aquino","4524"
"260","SP","GOVERNADOR","São Paulo","149771"
"261","MG","GOVERNADOR","Brás Pires","2870"
"261","MG","GOVERNADOR","Dores do Turvo","3484"
"261","MG","GOVERNADOR","Senador Firmino","5252"
"261","SP","GOVERNADOR","Estrela do Norte","1918"
"261","SP","GOVERNADOR","Narandiba","2850"
"261","SP","GOVERNADOR","Pirapozinho","15342"
"261","SP","GOVERNADOR","Sandovalina","2462"
"261","SP","GOVERNADOR","Tarabai","4191"
"262","MG","GOVERNADOR","Alvorada de Minas","2304"
"262","MG","GOVERNADOR","Santo Antônio do Itambé","2384"
"262","MG","GOVERNADOR","Serra Azul de Minas","2275"
"262","MG","GOVERNADOR","Serro","10746"
"262","SP","GOVERNADOR","Santo André","69392"
"263","MG","GOVERNADOR","Sete Lagoas","48565"
"263","SP","GOVERNADOR","Santo André","51583"
"264","MG","GOVERNADOR","Baldim","5210"
"264","MG","GOVERNADOR","Funilândia","2995"
"264","MG","GOVERNADOR","Jequitibá","3984"
"264","MG","GOVERNADOR","Santana de Pirapama","5592"
"264","MG","GOVERNADOR","Sete Lagoas","39197"
"264","SP","GOVERNADOR","Santo André","32764"
"265","MG","GOVERNADOR","Espírito Santo do Dourado","3415"
"265","MG","GOVERNADOR","Silvianópolis","3898"
"265","MG","GOVERNADOR","São João da Mata","2193"
"265","MG","GOVERNADOR","Turvolândia","2981"
"265","SP","GOVERNADOR","Ribeirão Preto","30850"
"266","MG","GOVERNADOR","Berizal","2729"
"266","MG","GOVERNADOR","Curral de Dentro","4160"
"266","MG","GOVERNADOR","Indaiabira","3945"
"266","MG","GOVERNADOR","Taiobeiras","17787"
"266","SP","GOVERNADOR","Ribeirão Preto","77172"
"267","MG","GOVERNADOR","Engenheiro Caldas","5616"
"267","MG","GOVERNADOR","Fernandes Tourinho","2072"
"267","MG","GOVERNADOR","Sobrália","3456"
"267","MG","GOVERNADOR","Tarumirim","8271"
"267","SP","GOVERNADOR","São José do Rio Preto","103338"
"268","MG","GOVERNADOR","Pedra do Anta","2743"
"268","MG","GOVERNADOR","Teixeiras","7908"
"268","SP","GOVERNADOR","Ipiguá","2619"
"268","SP","GOVERNADOR","São José do Rio Preto","62619"
"269","MG","GOVERNADOR","Novo Oriente de Minas","5366"
"269","MG","GOVERNADOR","Teófilo Otoni","74576"
"269","SP","GOVERNADOR","São Caetano do Sul","55320"
"27","AL","GOVERNADOR","Canapi","18013"
"27","AL","GOVERNADOR","Inhapi","17059"
"27","AL","GOVERNADOR","Mata Grande","23590"
"27","AM","GOVERNADOR","Urucará","6952"
"27","BA","GOVERNADOR","Itabuna","49920"
"27","BA","GOVERNADOR","Itapé","6397"
"27","BA","GOVERNADOR","Jussari","3408"
"27","CE","GOVERNADOR","Crato","66068"
"27","ES","GOVERNADOR","Conceição da Barra","15342"
"27","GO","GOVERNADOR","Pires do Rio","34559"
"27","MA","GOVERNADOR","Arari","15646"
"27","MG","GOVERNADOR","Belo Horizonte","75159"
"27","MS","GOVERNADOR","Angélica","5334"
"27","MS","GOVERNADOR","Ivinhema","13829"
"27","MS","GOVERNADOR","Novo Horizonte do Sul","2950"
"27","MT","GOVERNADOR","Juara","18013"
"27","MT","GOVERNADOR","Novo Horizonte do Norte","2481"
"27","MT","GOVERNADOR","Porto dos Gaúchos","2925"
"27","MT","GOVERNADOR","Tabaporã","4773"
"27","PA","GOVERNADOR","Ponta de Pedras","23640"
"27","PB","GOVERNADOR","Assunção","5252"
"27","PB","GOVERNADOR","Livramento","8478"
"27","PB","GOVERNADOR","Taperoá","16124"
"27","PE","GOVERNADOR","Camutanga","5549"
"27","PE","GOVERNADOR","Ferreiros","7073"
"27","PE","GOVERNADOR","Itambé","18670"
"27","PI","GOVERNADOR","Joca Marques","6167"
"27","PI","GOVERNADOR","Luzilândia","27712"
"27","PI","GOVERNADOR","Madeiro","8300"
"27","PR","GOVERNADOR","Piraí do Sul","15127"
"27","RJ","GOVERNADOR","Nova Iguaçu","36286"
"27","RN","GOVERNADOR","Jucurutu","12488"
"27","RO","GOVERNADOR","Governador Jorge Teixeira","12035"
"27","RO","GOVERNADOR","Jaru","28401"
"27","RO","GOVERNADOR","Theobroma","12065"
"27","RS","GOVERNADOR","Júlio de Castilhos","12699"
"27","RS","GOVERNADOR","Pinhal Grande","3134"
"27","SC","GOVERNADOR","Araquari","11528"
"27","SC","GOVERNADOR","Balneário Barra do Sul","5455"
"27","SC","GOVERNADOR","São Francisco do Sul","25451"
"27","SE","GOVERNADOR","Aracaju","75926"
"27","SP","GOVERNADOR","Bragança Paulista","91046"
"27","TO","GOVERNADOR","Darcinópolis","2986"
"27","TO","GOVERNADOR","Piraquê","2062"
"27","TO","GOVERNADOR","Wanderlândia","5638"
"270","MG","GOVERNADOR","Ataléia","7908"
"270","MG","GOVERNADOR","Ladainha","7798"
"270","MG","GOVERNADOR","Ouro Verde de Minas","4321"
"270","MG","GOVERNADOR","Pavão","4611"
"270","MG","GOVERNADOR","Poté","8390"
"270","SP","GOVERNADOR","Piracicaba","111410"
"270","SP","GOVERNADOR","Saltinho","4844"
"271","MG","GOVERNADOR","Pedra Dourada","1633"
"271","MG","GOVERNADOR","Tombos","5645"
"271","SP","GOVERNADOR","Sorocaba","65569"
"272","MG","GOVERNADOR","São Bento Abade","3097"
"272","MG","GOVERNADOR","São Thomé das Letras","4243"
"272","MG","GOVERNADOR","Três Corações","43917"
"272","SP","GOVERNADOR","Bertioga","27099"
"272","SP","GOVERNADOR","Santos","89176"
"273","MG","GOVERNADOR","Santana da Vargem","4874"
"273","MG","GOVERNADOR","Três Pontas","33427"
"273","SP","GOVERNADOR","Santos","93951"
"274","MG","GOVERNADOR","Araporã","4766"
"274","MG","GOVERNADOR","Tupaciguara","15704"
"274","SP","GOVERNADOR","Campinas","74270"
"275","MG","GOVERNADOR","Divinésia","2882"
"275","MG","GOVERNADOR","Guidoval","5365"
"275","MG","GOVERNADOR","Rodeiro","4403"
"275","MG","GOVERNADOR","Tocantins","10657"
"275","MG","GOVERNADOR","Ubá","55986"
"275","SP","GOVERNADOR","Campinas","104608"
"276","MG","GOVERNADOR","Delta","3561"
"276","MG","GOVERNADOR","Uberaba","46336"
"276","SP","GOVERNADOR","Osasco","74761"
"277","MG","GOVERNADOR","Uberaba","44157"
"277","MG","GOVERNADOR","Veríssimo","1804"
"277","SP","GOVERNADOR","Osasco","71141"
"278","MG","GOVERNADOR","Uberlândia","75437"
"278","SP","GOVERNADOR","Guarulhos","72610"
"279","MG","GOVERNADOR","Uberlândia","79710"
"279","SP","GOVERNADOR","Guarulhos","102011"
"28","AL","GOVERNADOR","Quebrangulo","13855"
"28","AM","GOVERNADOR","Nova Olinda do Norte","9665"
"28","BA","GOVERNADOR","Itabuna","62185"
"28","CE","GOVERNADOR","Juazeiro do Norte","63931"
"28","ES","GOVERNADOR","Muqui","9057"
"28","GO","GOVERNADOR","Águas Lindas de Goiás","94141"
"28","MA","GOVERNADOR","Afonso Cunha","3995"
"28","MA","GOVERNADOR","Coelho Neto","24350"
"28","MA","GOVERNADOR","Duque Bacelar","6075"
"28","MG","GOVERNADOR","Belo Horizonte","89224"
"28","MS","GOVERNADOR","Caarapó","13851"
"28","MS","GOVERNADOR","Juti","3617"
"28","MT","GOVERNADOR","Canabrava do Norte","2615"
"28","MT","GOVERNADOR","Confresa","11819"
"28","MT","GOVERNADOR","Porto Alegre do Norte","4670"
"28","PA","GOVERNADOR","Belém","146698"
"28","PB","GOVERNADOR","Patos","53346"
"28","PB","GOVERNADOR","Quixaba","2906"
"28","PB","GOVERNADOR","São José de Espinharas","6495"
"28","PE","GOVERNADOR","Cortês","8889"
"28","PE","GOVERNADOR","Ribeirão","22434"
"28","PI","GOVERNADOR","Bertolínia","6216"
"28","PI","GOVERNADOR","Sebastião Leal","5374"
"28","PR","GOVERNADOR","Apucarana","23377"
"28","RJ","GOVERNADOR","Paraíba do Sul","26663"
"28","RN","GOVERNADOR","Bodó","2264"
"28","RN","GOVERNADOR","Santana do Matos","9443"
"28","RO","GOVERNADOR","Nova União","8468"
"28","RO","GOVERNADOR","Ouro Preto do Oeste","16828"
"28","RO","GOVERNADOR","Teixeirópolis","6226"
"28","RO","GOVERNADOR","Vale do Paraíso","9822"
"28","RS","GOVERNADOR","Capão Bonito do Sul","1544"
"28","RS","GOVERNADOR","Caseiros","2197"
"28","RS","GOVERNADOR","Ibiraiaras","4877"
"28","RS","GOVERNADOR","Lagoa Vermelha","17024"
"28","RS","GOVERNADOR","Muliterno","1477"
"28","SC","GOVERNADOR","Bom Jardim da Serra","2906"
"28","SC","GOVERNADOR","São Joaquim","16147"
"28","SC","GOVERNADOR","Urupema","1863"
"28","SE","GOVERNADOR","Canindé de São Francisco","14742"
"28","SE","GOVERNADOR","Poço Redondo","13430"
"28","SP","GOVERNADOR","Brotas","12935"
"28","SP","GOVERNADOR","Torrinha","5799"
"28","TO","GOVERNADOR","Barrolândia","3928"
"28","TO","GOVERNADOR","Dois Irmãos do Tocantins","3999"
"28","TO","GOVERNADOR","Miranorte","7920"
"28","TO","GOVERNADOR","Rio dos Bois","1530"
"280","MG","GOVERNADOR","Cabeceira Grande","3906"
"280","MG","GOVERNADOR","Unaí","44484"
"280","SP","GOVERNADOR","São Paulo","144037"
"281","MG","GOVERNADOR","Carmo da Cachoeira","7432"
"281","MG","GOVERNADOR","Varginha","78506"
"281","SP","GOVERNADOR","Jundiaí","119004"
"282","MG","GOVERNADOR","Cajuri","3035"
"282","MG","GOVERNADOR","Canaã","3325"
"282","MG","GOVERNADOR","Coimbra","5122"
"282","MG","GOVERNADOR","Paula Cândido","5764"
"282","MG","GOVERNADOR","São Miguel do Anta","4736"
"282","MG","GOVERNADOR","Viçosa","42949"
"282","SP","GOVERNADOR","Monteiro Lobato","2751"
"282","SP","GOVERNADOR","São José dos Campos","60322"
"283","MG","GOVERNADOR","Divinolândia de Minas","4094"
"283","MG","GOVERNADOR","Gonzaga","3195"
"283","MG","GOVERNADOR","Santa Efigênia de Minas","2694"
"283","MG","GOVERNADOR","Sardoá","3029"
"283","MG","GOVERNADOR","São Geraldo da Piedade","2616"
"283","MG","GOVERNADOR","Virginópolis","5978"
"283","SP","GOVERNADOR","São Bernardo do Campo","61994"
"284","MG","GOVERNADOR","Guiricema","5825"
"284","MG","GOVERNADOR","São Geraldo","5192"
"284","MG","GOVERNADOR","Visconde do Rio Branco","24097"
"284","SP","GOVERNADOR","São Bernardo do Campo","70361"
"285","MG","GOVERNADOR","Santa Fé de Minas","2327"
"285","MG","GOVERNADOR","São Romão","4389"
"285","SP","GOVERNADOR","Osasco","42031"
"286","MG","GOVERNADOR","Ribeirão das Neves","70582"
"286","SP","GOVERNADOR","Cotia","34720"
"286","SP","GOVERNADOR","Vargem Grande Paulista","26121"
"287","MG","GOVERNADOR","Carmo do Cajuru","13326"
"287","SP","GOVERNADOR","Mogi das Cruzes","104247"
"288","MG","GOVERNADOR","Ibirité","34912"
"288","MG","GOVERNADOR","Mário Campos","7573"
"288","MG","GOVERNADOR","Sarzedo","13287"
"288","SP","GOVERNADOR","Rio Claro","53830"
"289","MG","GOVERNADOR","Mercês","6228"
"289","SP","GOVERNADOR","Alto Alegre","3061"
"289","SP","GOVERNADOR","Avanhandava","5993"
"289","SP","GOVERNADOR","Barbosa","3853"
"289","SP","GOVERNADOR","Braúna","3192"
"289","SP","GOVERNADOR","Glicério","3070"
"289","SP","GOVERNADOR","Luiziânia","3121"
"29","AL","GOVERNADOR","Batalha","16691"
"29","AL","GOVERNADOR","Belo Monte","6784"
"29","AL","GOVERNADOR","Jacaré dos Homens","6849"
"29","AM","GOVERNADOR","Novo Aripuanã","7187"
"29","BA","GOVERNADOR","Floresta Azul","5539"
"29","BA","GOVERNADOR","Ibicaraí","13009"
"29","BA","GOVERNADOR","Santa Cruz da Vitória","2842"
"29","CE","GOVERNADOR","Limoeiro do Norte","34333"
"29","CE","GOVERNADOR","São João do Jaguaribe","5962"
"29","ES","GOVERNADOR","Mantenópolis","7856"
"29","GO","GOVERNADOR","Guarani de Goiás","5573"
"29","GO","GOVERNADOR","Iaciara","11728"
"29","GO","GOVERNADOR","Nova Roma","4025"
"29","GO","GOVERNADOR","Posse","33349"
"29","MA","GOVERNADOR","Colinas","17199"
"29","MA","GOVERNADOR","Jatobá","4073"
"29","MG","GOVERNADOR","Belo Horizonte","86615"
"29","MS","GOVERNADOR","Pedro Gomes","4978"
"29","MT","GOVERNADOR","Nova Maringá","2795"
"29","MT","GOVERNADOR","São José do Rio Claro","8080"
"29","PA","GOVERNADOR","Belém","148631"
"29","PB","GOVERNADOR","Camalaú","7622"
"29","PB","GOVERNADOR","Monteiro","36066"
"29","PB","GOVERNADOR","São João do Tigre","5304"
"29","PB","GOVERNADOR","São Sebastião do Umbuzeiro","4654"
"29","PB","GOVERNADOR","Zabelê","3011"
"29","PE","GOVERNADOR","Gameleira","11815"
"29","PI","GOVERNADOR","Alagoinha do Piauí","9882"
"29","PI","GOVERNADOR","Pio IX","20560"
"29","PR","GOVERNADOR","Guamiranga","5383"
"29","PR","GOVERNADOR","Imbituva","17487"
"29","PR","GOVERNADOR","Ivaí","8060"
"29","RJ","GOVERNADOR","Petrópolis","47719"
"29","RN","GOVERNADOR","Açu","32244"
"29","RN","GOVERNADOR","Carnaubais","6837"
"29","RN","GOVERNADOR","Ipanguaçu","9867"
"29","RN","GOVERNADOR","Itajá","5575"
"29","RN","GOVERNADOR","Porto do Mangue","3802"
"29","RO","GOVERNADOR","Rolim de Moura","38337"
"29","RS","GOVERNADOR","Canudos do Vale","1720"
"29","RS","GOVERNADOR","Cruzeiro do Sul","8431"
"29","RS","GOVERNADOR","Forquetinha","2308"
"29","RS","GOVERNADOR","Lajeado","45123"
"29","RS","GOVERNADOR","Marques de Souza","3130"
"29","RS","GOVERNADOR","Progresso","4407"
"29","RS","GOVERNADOR","Santa Clara do Sul","4221"
"29","RS","GOVERNADOR","Sério","1914"
"29","SC","GOVERNADOR","São José","61888"
"29","SC","GOVERNADOR","São Pedro de Alcântara","3232"
"29","SE","GOVERNADOR","Carira","12036"
"29","SP","GOVERNADOR","Caçapava","54234"
"29","SP","GOVERNADOR","Jambeiro","3383"
"29","TO","GOVERNADOR","Palmas","118346"
"290","MG","GOVERNADOR","Miradouro","7025"
"290","MG","GOVERNADOR","Vieiras","3041"
"290","SP","GOVERNADOR","Assis","24886"
"290","SP","GOVERNADOR","Echaporã","3974"
"291","MG","GOVERNADOR","Pedrinópolis","2437"
"291","MG","GOVERNADOR","Perdizes","8155"
"291","SP","GOVERNADOR","Franca","91946"
"292","MG","GOVERNADOR","Estrela Dalva","1905"
"292","MG","GOVERNADOR","Pirapetinga","7562"
"292","SP","GOVERNADOR","Nova Odessa","32467"
"293","MG","GOVERNADOR","Itaú de Minas","9718"
"293","MG","GOVERNADOR","Pratápolis","5874"
"293","SP","GOVERNADOR","Guatapará","3766"
"293","SP","GOVERNADOR","Ribeirão Preto","54839"
"294","MG","GOVERNADOR","Rio Vermelho","7055"
"294","SP","GOVERNADOR","Araçoiaba da Serra","15823"
"294","SP","GOVERNADOR","Salto de Pirapora","21883"
"295","MG","GOVERNADOR","Guarda-Mor","3942"
"295","MG","GOVERNADOR","Vazante","12297"
"295","SP","GOVERNADOR","Itariri","6543"
"295","SP","GOVERNADOR","Pedro de Toledo","5422"
"295","SP","GOVERNADOR","Peruíbe","36202"
"296","MG","GOVERNADOR","Candeias","9635"
"296","SP","GOVERNADOR","São Bernardo do Campo","83796"
"297","MG","GOVERNADOR","Itapagipe","7618"
"297","MG","GOVERNADOR","São Francisco de Sales","3532"
"297","SP","GOVERNADOR","Lins","26566"
"297","SP","GOVERNADOR","Sabino","3660"
"298","MG","GOVERNADOR","Araújos","4790"
"298","MG","GOVERNADOR","Nova Serrana","34211"
"298","MG","GOVERNADOR","Perdigão","5133"
"298","SP","GOVERNADOR","Pedra Bela","3645"
"298","SP","GOVERNADOR","Pinhalzinho","7694"
"298","SP","GOVERNADOR","Tuiuti","3781"
"298","SP","GOVERNADOR","Vargem","5177"
"299","MG","GOVERNADOR","Uberlândia","68298"
"299","SP","GOVERNADOR","Araçatuba","57485"
"299","SP","GOVERNADOR","Santo Antônio do Aracanguá","4548"
"3","AC","GOVERNADOR","Manoel Urbano","3706"
"3","AC","GOVERNADOR","Santa Rosa do Purus","1622"
"3","AC","GOVERNADOR","Sena Madureira","17805"
"3","AL","GOVERNADOR","Maceió","225223"
"3","AM","GOVERNADOR","Itacoatiara","42675"
"3","AP","GOVERNADOR","Calçoene","9948"
"3","BA","GOVERNADOR","Salvador","59686"
"3","CE","GOVERNADOR","Fortaleza","78800"
"3","DF","GOVERNADOR","Brasília","132692"
"3","ES","GOVERNADOR","Castelo","22674"
"3","GO","GOVERNADOR","Anápolis","81557"
"3","GO","GOVERNADOR","Campo Limpo de Goiás","8047"
"3","MA","GOVERNADOR","São Luís","47582"
"3","MG","GOVERNADOR","Açucena","5837"
"3","MG","GOVERNADOR","Belo Oriente","13650"
"3","MG","GOVERNADOR","Naque","3541"
"3","MS","GOVERNADOR","Cassilândia","12534"
"3","MT","GOVERNADOR","Jangada","4924"
"3","MT","GOVERNADOR","Nobres","8550"
"3","MT","GOVERNADOR","Rosário Oeste","10509"
"3","PA","GOVERNADOR","Salvaterra","22679"
"3","PA","GOVERNADOR","Soure","24795"
"3","PB","GOVERNADOR","Cruz do Espírito Santo","21951"
"3","PE","GOVERNADOR","Recife","82177"
"3","PI","GOVERNADOR","Parnaíba","137178"
"3","PR","GOVERNADOR","Curitiba","146017"
"3","RJ","GOVERNADOR","Rio de Janeiro","33147"
"3","RN","GOVERNADOR","Natal","84579"
"3","RO","GOVERNADOR","Ji-Paraná","56712"
"3","RR","GOVERNADOR","Alto Alegre","13720"
"3","RR","GOVERNADOR","Bonfim","10162"
"3","RR","GOVERNADOR","Cantá","14894"
"3","RR","GOVERNADOR","Normandia","8121"
"3","RS","GOVERNADOR","Carlos Gomes","1301"
"3","RS","GOVERNADOR","Centenário","2270"
"3","RS","GOVERNADOR","Gaurama","4529"
"3","RS","GOVERNADOR","Marcelino Ramos","3674"
"3","RS","GOVERNADOR","Viadutos","3835"
"3","RS","GOVERNADOR","Áurea","2681"
"3","SC","GOVERNADOR","Blumenau","49281"
"3","SE","GOVERNADOR","Aquidabã","12099"
"3","SE","GOVERNADOR","Canhoba","3162"
"3","SE","GOVERNADOR","Graccho Cardoso","4147"
"3","SP","GOVERNADOR","São Paulo","66007"
"3","TO","GOVERNADOR","Brejinho de Nazaré","3359"
"3","TO","GOVERNADOR","Ipueiras","1281"
"3","TO","GOVERNADOR","Monte do Carmo","3794"
"3","TO","GOVERNADOR","Porto Nacional","26679"
"3","TO","GOVERNADOR","Santa Rita do Tocantins","1175"
"3","TO","GOVERNADOR","Silvanópolis","3212"
"30","AL","GOVERNADOR","Igreja Nova","24814"
"30","AM","GOVERNADOR","Santa Isabel do Rio Negro","3571"
"30","BA","GOVERNADOR","Aratuípe","5654"
"30","BA","GOVERNADOR","Jaguaripe","8250"
"30","BA","GOVERNADOR","Muniz Ferreira","5405"
"30","BA","GOVERNADOR","Nazaré","16137"
"30","BA","GOVERNADOR","Salinas da Margarida","7408"
"30","CE","GOVERNADOR","Acaraú","27578"
"30","CE","GOVERNADOR","Cruz","13410"
"30","CE","GOVERNADOR","Itarema","19351"
"30","CE","GOVERNADOR","Jijoca de Jericoacoara","8504"
"30","ES","GOVERNADOR","Nova Venécia","27028"
"30","ES","GOVERNADOR","Vila Pavão","6058"
"30","GO","GOVERNADOR","Castelândia","5166"
"30","GO","GOVERNADOR","Rio Verde","72621"
"30","MA","GOVERNADOR","Cedral","5779"
"30","MA","GOVERNADOR","Central do Maranhão","4270"
"30","MA","GOVERNADOR","Guimarães","7362"
"30","MA","GOVERNADOR","Mirinzal","7358"
"30","MA","GOVERNADOR","Porto Rico do Maranhão","4207"
"30","MG","GOVERNADOR","Belo Horizonte","92254"
"30","MS","GOVERNADOR","Bonito","11818"
"30","MT","GOVERNADOR","Cocalinho","2988"
"30","MT","GOVERNADOR","Nova Nazaré","1272"
"30","MT","GOVERNADOR","Água Boa","10554"
"30","PA","GOVERNADOR","Belém","216455"
"30","PB","GOVERNADOR","Cacimbas","6967"
"30","PB","GOVERNADOR","Desterro","9899"
"30","PB","GOVERNADOR","Imaculada","11569"
"30","PB","GOVERNADOR","Maturéia","7549"
"30","PB","GOVERNADOR","Mãe d'Água","5428"
"30","PB","GOVERNADOR","Teixeira","15845"
"30","PE","GOVERNADOR","Chã Grande","12687"
"30","PE","GOVERNADOR","Gravatá","45067"
"30","PI","GOVERNADOR","Agricolândia","7018"
"30","PI","GOVERNADOR","São Pedro do Piauí","15787"
"30","PR","GOVERNADOR","Prudentópolis","30343"
"30","RJ","GOVERNADOR","Pinheiral","13232"
"30","RJ","GOVERNADOR","Piraí","16586"
"30","RN","GOVERNADOR","Guamaré","9111"
"30","RN","GOVERNADOR","Macau","16841"
"30","RO","GOVERNADOR","Ji-Paraná","64534"
"30","RS","GOVERNADOR","Sant'Ana do Livramento","53306"
"30","SC","GOVERNADOR","Campo Alegre","7801"
"30","SC","GOVERNADOR","São Bento do Sul","49232"
"30","SE","GOVERNADOR","Cristinápolis","8852"
"30","SE","GOVERNADOR","Tomar do Geru","7457"
"30","SP","GOVERNADOR","Caconde","10663"
"30","SP","GOVERNADOR","Tapiratiba","8186"
"30","TO","GOVERNADOR","Araguaçu","5409"
"30","TO","GOVERNADOR","Sandolândia","2354"
"300","MG","GOVERNADOR","Cachoeira de Minas","7309"
"300","MG","GOVERNADOR","Conceição dos Ouros","6704"
"300","SP","GOVERNADOR","Arealva","4762"
"300","SP","GOVERNADOR","Avaí","3140"
"300","SP","GOVERNADOR","Bauru","60960"
"301","MG","GOVERNADOR","Itamogi","7148"
"301","SP","GOVERNADOR","Arandu","4235"
"301","SP","GOVERNADOR","Itaí","12792"
"301","SP","GOVERNADOR","Paranapanema","10517"
"302","MG","GOVERNADOR","Cachoeira Dourada","1913"
"302","MG","GOVERNADOR","Capinópolis","9332"
"302","MG","GOVERNADOR","Ipiaçu","2873"
"302","SP","GOVERNADOR","Guarani d'Oeste","1237"
"302","SP","GOVERNADOR","Indiaporã","2526"
"302","SP","GOVERNADOR","Macedônia","2437"
"302","SP","GOVERNADOR","Meridiano","2688"
"302","SP","GOVERNADOR","Ouroeste","5348"
"302","SP","GOVERNADOR","Pedranópolis","1756"
"303","MG","GOVERNADOR","Caiana","2960"
"303","MG","GOVERNADOR","Caparaó","3255"
"303","MG","GOVERNADOR","Espera Feliz","12281"
"303","SP","GOVERNADOR","Carapicuíba","86423"
"304","MG","GOVERNADOR","Iguatama","5555"
"304","SP","GOVERNADOR","Jandira","62946"
"305","MG","GOVERNADOR","Itaguara","8347"
"305","SP","GOVERNADOR","Ribeirão Preto","63656"
"306","MG","GOVERNADOR","Alagoa","1863"
"306","MG","GOVERNADOR","Itamonte","8774"
"306","SP","GOVERNADOR","Santo André","26319"
"307","MG","GOVERNADOR","Monte Belo","8433"
"307","SP","GOVERNADOR","Santo André","69559"
"308","MG","GOVERNADOR","Santa Vitória","11351"
"308","SP","GOVERNADOR","Santo André","36733"
"309","MG","GOVERNADOR","Três Marias","16770"
"309","SP","GOVERNADOR","Santo André","36071"
"31","AL","GOVERNADOR","Jaramataia","6668"
"31","AL","GOVERNADOR","Major Isidoro","20619"
"31","AM","GOVERNADOR","Manaus","63369"
"31","BA","GOVERNADOR","Cairu","7530"
"31","BA","GOVERNADOR","Presidente Tancredo Neves","13621"
"31","BA","GOVERNADOR","Valença","44223"
"31","CE","GOVERNADOR","Barbalha","30698"
"31","ES","GOVERNADOR","Mucurici","3752"
"31","ES","GOVERNADOR","Ponto Belo","4723"
"31","GO","GOVERNADOR","Gameleira de Goiás","3778"
"31","GO","GOVERNADOR","Silvânia","23026"
"31","MA","GOVERNADOR","Axixá","7033"
"31","MA","GOVERNADOR","Cachoeira Grande","4478"
"31","MA","GOVERNADOR","Icatu","14514"
"31","MA","GOVERNADOR","Morros","9486"
"31","MA","GOVERNADOR","Presidente Juscelino","6353"
"31","MG","GOVERNADOR","Belo Horizonte","87652"
"31","MS","GOVERNADOR","Sidrolândia","21584"
"31","MT","GOVERNADOR","Canarana","9729"
"31","MT","GOVERNADOR","Querência","6340"
"31","PA","GOVERNADOR","Maracanã","32009"
"31","PB","GOVERNADOR","Cajazeirinhas","5575"
"31","PB","GOVERNADOR","Lagoa","6560"
"31","PB","GOVERNADOR","Paulista","14849"
"31","PB","GOVERNADOR","Pombal","37979"
"31","PB","GOVERNADOR","São Bentinho","4933"
"31","PB","GOVERNADOR","São Domingos","4638"
"31","PE","GOVERNADOR","Amaraji","12751"
"31","PI","GOVERNADOR","Palmeirais","16798"
"31","PR","GOVERNADOR","Campo Mourão","22348"
"31","PR","GOVERNADOR","Farol","2342"
"31","PR","GOVERNADOR","Luiziana","4724"
"31","RJ","GOVERNADOR","Resende","43525"
"31","RN","GOVERNADOR","Augusto Severo","6585"
"31","RN","GOVERNADOR","Paraú","3295"
"31","RN","GOVERNADOR","Triunfo Potiguar","3071"
"31","RO","GOVERNADOR","Cacoal","40895"
